""	"logFC"	"Fold Change"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"hsa-miR-551b-5p"	-116.344767739146	-1.05503028903239e+35	-118.20155062415	-2.05548268655961	0.0803175497584432	0.19744730982284
"hcmv-miR-UL70-3p"	8.84371157228591	459.433285544486	7.33620470577346	2.04645554925137	0.081379793928328	0.199419495025647
"hsa-miR-26a-1-3p"	16.6063323638851	99770.9619431529	13.5861964624985	2.04342278369129	0.0817398000212959	0.199663779032911
"hsa-miR-323a-3p"	-92.2150974341134	-5.74791557664214e+27	-65.5859417149544	-2.02406030328128	0.0840759080376072	0.204533877954462
"hsa-miR-136-3p"	-143.796087770751	-1.93613518833581e+43	-141.302422228091	-2.020655449548	0.0844935204728477	0.204533877954462
"hsa-miR-508-5p"	-16.0668494175291	-68644.162461274	-23.5893474059211	-2.01820050298635	0.0847959031694631	0.204533877954462
"ebv-miR-BART18-3p"	-20.289509936992	-1281595.83797587	-8.928095033517	-2.01816547204257	0.0848002258011982	0.204533877954462
"hsa-miR-652-3p"	-26.3017480233044	-82720870.0061527	-20.1549426903749	-2.0045235489032	0.0865003086422732	0.20798036592045
"hsa-miR-146b-3p"	-192.712184111965	-1.02836656385924e+58	-106.25852422603	-1.99369882216488	0.0878733296981006	0.209198131133833
"hsa-miR-411-3p"	-71.6082050939584	-3.59929687166899e+21	-46.3669118813409	-1.99347682545971	0.0879017128767173	0.209198131133833
"hsa-miR-921"	-1421.44558518356	-Inf	-1308.49528716402	-1.99202820450458	0.0880871480518337	0.209198131133833
"hsa-miR-365a-3p"	-147.534839796522	-2.58471214945513e+44	-126.586455321131	-1.99194524842728	0.0880977788216794	0.209198131133833
"ebv-miR-BART4-5p"	7.92456004497907	242.957480910906	6.29992379453067	1.98753306186844	0.0886650324393419	0.209671878044439
"hsa-miR-559"	-11.6939608623581	-3313.08812373175	-6.15780834456281	-1.9858012879598	0.0888886651906608	0.209671878044439
"hsa-miR-106b-3p"	6.92921918968638	121.871686933482	1.834571630513	1.98403459625019	0.0891173823239726	0.209671878044439
"hsa-miR-219a-5p"	-1730.72720160318	-Inf	-2928.91814082748	-1.97866727621477	0.0898158169744551	0.210668904034884
"hsa-miR-299-5p"	47.36909479213	181768406481772	36.9817248930097	1.97463422748792	0.0903441861293526	0.211262166954919
"hsa-miR-181d-5p"	-19.808054984916	-917949.323730477	-15.9175306788494	-1.96798783326915	0.0912216402102295	0.212665647541781
"hsa-miR-223-3p"	-44.6486586454294	-27579444753144.5	-71.0383969239175	-1.96109807184896	0.0921401084058461	0.214154800758294
"hsa-miR-200b-5p"	-66.3408986510664	-9.3454546266685e+19	-58.7654433731887	-1.95696526883474	0.0926954220005086	0.214154800758294
"hsa-miR-323b-5p"	13.0483920712432	8471.44330403926	13.1813920375193	1.95558320986329	0.092881861155516	0.214154800758294
"hsa-miR-506-3p"	-16.8085708872343	-114784.704706641	-13.6561775984358	-1.95487717763492	0.0929772472653351	0.214154800758294
"hsa-miR-571"	21.4071935359292	2781040.90857267	12.0196089039757	1.94348164881883	0.0945302249566757	0.216199059955226
"hsa-miR-1-3p"	-221.76526416211	-5.72791426870908e+66	-85.5034777587663	-1.94177210869559	0.0947653940103597	0.216199059955226
"hsa-miR-30a-3p"	-19.4354879931746	-709030.416583235	-19.8943139757372	-1.93981672739068	0.0950350878928381	0.216199059955226
