""	"logFC"	"Fold Change"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"hsa-miR-888-3p"	1835.53251392586	Inf	1687.575807357	35.2081203583033	4.82702626919587e-14	3.51940845752431e-13
"hsa-miR-1180-3p"	89.6959737167764	1.00271746415344e+27	91.0556734821776	35.1732452190885	4.88757222830705e-14	3.51940845752431e-13
"ebv-miR-BART17-3p"	92.5988754484851	7.49961682546985e+27	102.096068309859	35.1605952899672	4.90973539706781e-14	3.51940845752431e-13
"hsa-miR-593-5p&hsa-miR-593-3p"	97.630620748396	2.45326995760407e+29	103.659280965982	35.0963317626401	5.02401339331661e-14	3.56797988210541e-13
"hsa-miR-484"	124.600451391721	3.22458138231123e+37	121.573666239506	34.8998192400339	5.39162125737984e-14	3.79392064624802e-13
"hcmv-miR-UL36-5p"	104.103402361139	2.1789474748419e+31	105.30009079976	34.854744489565	5.47996537876035e-14	3.7996118752423e-13
"hsa-miR-616-5p"	92.4744608149611	6.87996989942551e+27	102.480557780052	34.8452428894723	5.49878641658274e-14	3.7996118752423e-13
"hsa-miR-632"	96.7665882539468	1.34786266104383e+29	100.361395827804	34.7421086140827	5.70762106760918e-14	3.9087012132645e-13
"hsa-miR-519e-3p"	238.785581299785	7.61416884823175e+71	236.48674739106	34.6761090916862	5.84573833589037e-14	3.96785956073267e-13
"hsa-miR-646"	70.720897493083	1.94585944036035e+21	68.2211737811357	34.6005440392857	6.00831172031649e-14	4.04243428901995e-13
"hsa-miR-370-3p"	105.250605802853	4.82602323461842e+31	102.693074296268	34.543106733318	6.13514338221444e-14	4.05676626534208e-13
"hsa-miR-454-5p"	83.2943478631432	1.18603410094381e+25	82.1988528316993	34.5429935342247	6.1353961770493e-14	4.05676626534208e-13
"hsa-miR-210-3p"	108.075567863312	3.41969777080659e+32	102.949116617489	34.4063018966677	6.4490067446566e-14	4.22768219927488e-13
"hsa-miR-605-5p"	159.399672710058	9.64012765191617e+47	148.840649578444	34.2835618305907	6.74536204158588e-14	4.38448532703082e-13
"hsa-miR-147a"	184.439323441965	3.32482457563823e+55	179.518020766546	34.1625060652621	7.05207816940976e-14	4.54533105540949e-13
"hsa-miR-105-5p"	178.664332716725	6.07188172128965e+53	158.491147325238	34.0888791724375	7.24595336534981e-14	4.63137185935275e-13
"hsa-miR-941"	78.391529007514	3.96462063660739e+23	83.0664495905009	34.060198837083	7.32302305313036e-14	4.64194932376115e-13
"hsa-miR-505-3p"	131.755470137535	4.5956675485434e+39	120.884043502197	33.9962040953728	7.49819375809751e-14	4.70633282525244e-13
"hsa-miR-328-3p"	121.461786749401	3.66134909005337e+36	121.434450975135	33.9785483675321	7.54731339642829e-14	4.70633282525244e-13
"hsa-miR-507"	93.9158603940924	1.86849115874588e+28	98.3607084515226	33.9194689956584	7.71421539249213e-14	4.77161548874312e-13
"hsa-miR-34c-3p"	101.743825819198	4.24564272626344e+30	91.3600348040672	33.7374515966243	8.25392610393276e-14	5.0321494511535e-13
"hsa-miR-609"	91.9572630763255	4.80722561517288e+27	95.5868356966129	33.7333218815159	8.26663403970458e-14	5.0321494511535e-13
"hsa-miR-424-3p"	93.0474650562599	1.02347679961009e+28	87.2343417178385	33.7034644659527	8.35914095825294e-14	5.04839457872441e-13
"hsa-miR-522-3p"	79.1249603040289	6.59153340301368e+23	85.9024984026973	33.5715557358722	8.78139783728875e-14	5.2427226169742e-13
"hsa-miR-425-3p"	133.178451089368	1.232277599716e+40	137.119304452802	33.5605611408697	8.81761691772714e-14	5.2427226169742e-13
"hsa-miR-769-3p"	112.593233014256	7.83322220007428e+33	116.767904185779	33.504358933643	9.00529449733397e-14	5.31312375342704e-13
"hsa-miR-181d-5p"	165.630488361805	7.24011048067916e+49	167.544325488239	33.4498136658507	9.19156218059997e-14	5.38162457444288e-13
"hsa-miR-586"	102.576277254867	7.56025244420941e+30	96.0739498838292	33.3554516693334	9.52368073289565e-14	5.53383569858406e-13
"hsa-miR-377-5p"	148.695466360138	5.77824022993197e+44	148.030681267534	33.177472357618	1.01858451155081e-13	5.87409263428173e-13
"hsa-miR-34a-3p"	128.363580826404	4.37812522803002e+38	123.9786924604	33.1241639669936	1.0393709347301e-13	5.94923512640291e-13
"hsa-miR-500a-3p&hsa-miR-500a-5p"	165.701319387571	7.60444383731897e+49	172.66476802356	33.0286773639698	1.07775578322344e-13	6.07898930284661e-13
"hsa-miR-373-3p"	94.2171222907069	2.30239543041009e+28	98.074205563709	33.0283470406987	1.07789119320357e-13	6.07898930284661e-13
"hsa-miR-744-3p"	124.328899406363	2.67133312314179e+37	113.247647631494	32.9548222656561	1.10849258538697e-13	6.20594024081613e-13
"hsa-miR-202-5p"	75.3278940049471	4.74193509922852e+22	81.8919424981299	32.8966142871815	1.13338315458006e-13	6.29931072147031e-13
"hcmv-miR-UL112-3p"	92.945653621618	9.53739361622772e+27	95.0929072136095	32.8313847550402	1.16199406795113e-13	6.41186654761522e-13
"hsa-miR-589-3p"	82.3373406115748	6.10955089897828e+24	78.134704052129	32.7216759259521	1.21188535765472e-13	6.63940049515122e-13
"hsa-miR-31-3p"	127.361306117256	2.18561382055364e+38	125.492412498042	32.7006206993532	1.22172194414775e-13	6.64582078837818e-13
"hsa-miR-146a-3p"	100.414651220784	1.68974831325374e+30	99.5535874639729	32.6030128121243	1.26846023912406e-13	6.85147185498698e-13
"hsa-miR-148b-3p"	741.414385781021	1.54159160586967e+223	739.798499582601	32.5195928508786	1.30993353949132e-13	7.01932094682669e-13
"hsa-miR-940"	103.523687485662	1.45792503951813e+31	104.840877242298	32.5040157438173	1.31783861322431e-13	7.01932094682669e-13
"hsa-miR-518d-3p"	97.6703958839794	2.52184766768978e+29	95.3562391264404	32.46595274069	1.33737199479421e-13	7.07423668970456e-13
"hsa-miR-935"	111.024882907516	2.64131392058567e+33	109.774531384853	32.3335145940914	1.40780692157694e-13	7.34714369174821e-13
"hsa-miR-551a"	156.818138968253	1.61051099329877e+47	154.651474215099	32.3329370166566	1.40812271536765e-13	7.34714369174821e-13
"ebv-miR-BART10-3p"	114.504253173526	2.94587853749171e+34	103.756389257799	32.3116340120067	1.41982376558766e-13	7.35814073111983e-13
"hsa-miR-590-5p"	141.524807131576	4.01062518958099e+42	137.787359070462	32.2320831638154	1.46445362669284e-13	7.53849618572755e-13
"hsa-miR-30a-3p"	146.068670705011	9.35516192566666e+43	143.473242187346	32.134283345387	1.52140459571867e-13	7.77944883277478e-13
"hsa-miR-361-3p"	157.202811467186	2.10262417940208e+47	175.407689963445	32.0921316401978	1.54668262823809e-13	7.85632831694447e-13
"hsa-miR-556-3p"	72.6671746888205	7.49892968684632e+21	79.0270036428979	32.0705514980302	1.55979895086489e-13	7.87082760074585e-13
"hsa-miR-194-5p"	128.989145991923	6.75463768469525e+38	131.1861449943	32.0431042599854	1.57665475125492e-13	7.90388362230405e-13
"hsa-miR-501-3p"	90.1644898035732	1.38744563395196e+27	90.3286955414001	32.025864210801	1.58734246656567e-13	7.90579007698618e-13
"hsa-miR-200a-5p"	102.911244469866	9.53611492912112e+30	100.094313764528	31.9459385460804	1.63792169419037e-13	8.10507057705815e-13
"hsa-miR-125a-5p"	6835.25420577955	Inf	6857.06856756091	31.907606404585	1.66279331980542e-13	8.17540048904332e-13
"hsa-miR-517b-3p"	92.338850390128	6.26273063216702e+27	97.2910811340981	31.8821261910804	1.67955108669883e-13	8.20519543629301e-13
"hsa-miR-545-3p"	98.9045212471253	5.9323614238823e+29	94.9758963139464	31.7523507425155	1.76777369874526e-13	8.58153434770644e-13
"hsa-miR-618"	93.7661884730992	1.68436151331834e+28	98.9495681738997	31.6477601317345	1.84251097388623e-13	8.88808752811787e-13
"hsa-miR-122-3p"	107.518572188921	2.32442383348077e+32	104.31492863078	31.5517229006375	1.91414139420357e-13	9.14887539484952e-13
"hsa-miR-937-3p"	244.708633073107	4.61996571807813e+73	217.565776193577	31.5434786723299	1.92042886384716e-13	9.14887539484952e-13
"hsa-miR-596"	102.537233914039	7.35839471892891e+30	95.5848532728	31.5207638436431	1.9378677951032e-13	9.17496665953182e-13
"kshv-miR-K12-12-5p&kshv-miR-K12-12-3p"	93.4018026456411	1.30841117709036e+28	93.7636287739339	31.4484181261149	1.99455705627263e-13	9.38543105620312e-13
"hsa-miR-224-5p"	89.7573537012423	1.04629896447086e+27	94.6088556423187	31.3997712855181	2.0336797789861e-13	9.48926718991376e-13
"kshv-miR-K12-3-3p"	95.3761397202768	5.14137079717259e+28	95.1297366030392	31.3867339055936	2.04430466511308e-13	9.48926718991376e-13
"hsa-miR-342-5p"	182.353502697366	7.83202610412026e+54	177.420357581398	31.3752176149922	2.0537397047271e-13	9.48926718991376e-13
"hsa-miR-124-5p"	261.23362871233	4.35670464342318e+78	265.504626196515	31.2432652818908	2.16525936230092e-13	9.89592663839446e-13
